16640638,16642792,16643036
2096921,1128726,643123,234962
2096921,1128436,642693,237402
2096921,1140303,653552,239825
2096921,1127950,640939,231703
2096921,1132569,647031,234831
2096921,1121108,635654,230258
2096921,1137249,652474,243157
2096921,1125147,644262,228035
2096921,1136533,654068,242581
2096921,1123488,640534,228654
2096921,1145563,661162,246817
2096921,1133278,648540,233039
2096921,1141407,655754,246147
2096921,1128551,640930,235394
2096921,1144488,656747,248054
2096921,1132296,645990,232433
2096921,1136174,651897,241762
2096921,1131558,644847,234592
2096921,1141144,651616,244466
2096921,1141527,653186,239906
2096921,1143887,654563,240230
2096921,1134344,646898,234975
2096921,1141134,652495,242278
2096921,1143980,656739,240849
2096921,1137471,650494,236703
2096921,1138490,645264,235978
2096921,1141638,650792,240593
2096921,1142653,654785,242304
2096921,1132279,641550,231208
2096921,1140461,651992,235210
2096921,1131852,640717,229498
2096921,1147965,655911,240691
2096921,1128713,640973,229089
2096921,1144450,655809,236759
2096921,1134152,645772,230040
2096921,1149252,659755,247537
2096921,1131128,643302,231695
2096921,1143114,655843,241578
2096921,1131644,642936,227997
2096921,1147917,657780,247815
2096921,1138256,649444,235777
2096921,1147307,655433,244564
2096921,1140994,650997,235726
2096921,1147461,658739,246322
2096921,1147652,658146,236196
2096921,1144262,653937,241326
2096921,1137761,647806,232386
2096921,1140508,650498,238029
2096921,1143750,655050,239859
2096921,1138375,647385,236566
2096921,1134024,646212,233350
2096921,1138683,648955,237415
2096921,1147866,656309,243264
2096921,1135479,644608,231576
2096921,1140529,651723,235645
2096921,1136588,646407,229797
2096921,1151769,661337,244202
2096921,1136749,647611,230624
2096921,1151462,660463,244987
2096921,1144615,651245,232130
2096921,1157647,666448,247457
2096921,1142824,651702,234558
2096921,1158270,664618,249163
2096921,1145934,655217,236831
2096921,1159545,666614,253194
2096921,1149120,656577,239800
2096921,1154448,662186,247286
2096921,1147163,650754,233943
2096921,1157814,662954,247653
2096921,1151821,658019,243715
2096921,1154576,658885,246650
2096921,1147171,652106,235849
2096921,1156120,659870,243835
2096921,1159192,662694,242401
2096921,1150387,651714,239296
2096921,1148297,650597,237023
2096921,1150962,652819,238149
2096921,1160544,665347,247952
2096921,1151491,651616,235001
2096921,1154166,658726,237893
2096921,1148515,647287,234109
2096921,1164891,667578,246940
2096921,1150707,655890,231473
2096921,1164694,667970,243489
2096921,1150204,653071,230846
2096921,1172466,670765,251987
2096921,1154392,656180,238418
2096921,1169259,668628,248993
2096921,1159895,657221,236981
2096921,1175123,673076,254277
2096921,1165479,661661,238166
2096921,1166972,666759,250536
2096921,1163141,662907,240841
2096921,1174014,669438,253044
2096921,1164976,662592,245196
2096921,1166392,664630,245008
2096921,1162548,660915,235035
2096921,1167808,662463,246574
2096921,1169557,667109,246322
2096921,1164587,662912,242124
2096921,1163107,658808,242022
2096921,1167262,660079,243886
2096921,1172645,669174,250170
2096921,1161563,654648,240798
2096921,1169736,662886,240380
2096921,1162019,654047,240282
2096921,1176753,671882,245912
2096921,1160415,656227,233064
2096921,1173024,666648,247021
2096921,1164800,659572,235752
2096921,1180532,674300,254115
2096921,1166771,659977,238528
2096921,1179257,670018,255681
2096921,1170994,662912,243434
2096921,1185656,675896,256030
2096921,1171979,668850,244206
2096921,1180746,674283,253812
2096921,1170589,662468,242970
2096921,1184320,676856,256961
2096921,1180490,671011,246263
2096921,1181582,672676,249082
2096921,1172969,666124,241088
2096921,1179411,672330,250562
2096921,1182107,672573,251863
2096921,1180634,669028,249351
2096921,1179743,670431,246553
2096921,1181667,669011,244321
2096921,1187775,677432,254299
2096921,1175311,663509,240670
2096921,1181765,670249,247069
2096921,1177218,666102,244761
2096921,1190782,680179,253936
2096921,1176010,666529,243208
2096921,1186530,675908,251935
2096921,1176544,666379,238742
2096921,1197808,684094,257439
2096921,1182042,668145,242492
2096921,1193214,682896,259725
2096921,1181121,668316,241929
2096921,1196528,681876,258483
2096921,1185032,669856,244005
2096921,1192045,676357,254576
2096921,1186926,669634,246851
2096921,1195010,678712,257331
2096921,1189174,677330,247827
2096921,1190189,676255,249897
2096921,1185015,671208,240721
2096921,1189814,673746,252443
2096921,1190936,676211,252149
2096921,1185506,670875,248519
2096921,1177739,667570,242615
2096921,1179423,665441,246373
2096921,1181032,671216,249406
2096921,1168673,656372,238418
2096921,1172581,663803,240363
2096921,1164331,657357,237330
2096921,1175187,670095,245776
2096921,1155245,651685,232425
2096921,1167399,661729,242128
2096921,1152571,652546,232186
2096921,1172325,671665,247755
2096921,1156542,658146,233568
2096921,1161905,664055,247930
2096921,1144061,648856,231746
2096921,1161328,664362,252515
2096921,1148433,651548,237309
2096921,1153138,657605,247623
2096921,1142495,649803,234211
2096921,1155851,661917,249061
2096921,1146659,654713,238998
2096921,1148732,653617,244317
2096921,1141629,648438,234186
2096921,1146296,653795,242691
2096921,1148403,658453,245226
2096921,1141109,649206,239736
2096921,1139898,649897,237206
2096921,1140256,650989,239506
2096921,1144812,655438,244517
2096921,1135295,644471,237552
2096921,1140819,652968,236537
2096921,1136127,645908,237202
2096921,1149849,660958,244782
2096921,1134804,646327,231635
2096921,1146770,658885,242197
2096921,1132062,642628,229502
2096921,1153394,663492,247683
2096921,1143085,654534,236084
2096921,1155028,664272,250959
2096921,1143614,652703,233692
2096921,1154678,664874,250545
2096921,1143733,656445,233692
2096921,1149005,656415,244919
2096921,1139881,648860,231777
2096921,1156602,662412,247499
2096921,1148852,657361,236596
2096921,1149078,656986,241118
2096921,1142717,651215,234336
2096921,1152750,660275,246075
2096921,1152255,661666,241425
2096921,1148433,653562,238081
2096921,1144979,652597,235453
2096921,1147648,654631,238806
2096921,1155962,661734,246488
2096921,1143051,652119,234020
2096921,1148532,656781,233943
2096921,1145140,652853,233904
2096921,1158074,663978,244295
2096921,1143417,650085,230398
2096921,1154039,662344,240435
2096921,1148369,655165,233090
2096921,1162411,669728,250557
2096921,1151133,657336,237510
2096921,1161968,666998,246454
2096921,1148045,653937,232812
2096921,1168102,671580,252106
2096921,1153795,657989,237300
2096921,1161264,665496,244598
2096921,1153237,657511,236020
2096921,1165253,667416,253655
2096921,1160244,663018,243408
2096921,1163708,667462,246680
2096921,1156534,659716,236327
2096921,1161302,661615,244739
2096921,1165423,669959,243046
2096921,1155497,657422,237104
2096921,1158197,656641,233363
2096921,1159618,660578,241916
2096921,1165095,664459,246991
2096921,1157340,656815,235790
2096921,1159131,662190,236196
2096921,1149261,649406,233354
2096921,1169177,670948,245268
2096921,1152805,655050,232425
2096921,1164647,668094,241941
2096921,1149944,653651,230420
2096921,1169501,671460,245797
2096921,1157916,659831,234285
2096921,1165215,667053,245444
2096921,1155429,658066,233269
2096921,1170956,670751,249905
2096921,1157537,658612,234924
2096921,1167825,666874,244846
2096921,1158987,660216,233363
2096921,1169868,666956,249952
2096921,1166767,668141,241186
2096921,1168098,668321,244181
2096921,1162062,663107,237697
2096921,1168396,666580,244620
2096921,1170901,669472,244125
2096921,1162646,659272,238533
2096921,1164421,661098,234984
2096921,1169399,666520,243072
2096921,1174057,671204,248532
2096921,1166511,663176,236486
2096921,1169399,668401,237129
2096921,1162161,659776,233969
2096921,1176497,670747,246236
2096921,1161836,657733,233039
2096921,1171579,670939,243268
2096921,1165863,661559,231947
2096921,1183296,678672,248476
2096921,1166472,663099,235637
2096921,1178954,674467,251812
2096921,1166823,659623,236332
2096921,1189217,680699,255774
2096921,1175811,669140,241878
2096921,1181330,671904,248762
2096921,1173259,666588,237214
2096921,1188338,681061,254764
2096921,1180378,671669,241992
2096921,1179692,668768,243835
2096921,1175422,667326,237402
2096921,1182102,672202,245093
2096921,1184226,672632,247298
2096921,1181961,669711,243447
2096921,1178728,669587,240892
2096921,1183749,670751,249816
2096921,1191290,677466,250532
2096921,1182456,668725,239045
2096921,1187220,676084,244927
2096921,1180988,667032,239199
2096921,1196661,683975,250929
2096921,1182742,668798,237313
2096921,1194617,678989,245247
2096921,1185877,670539,234020
2096921,1202240,690182,254601
2096921,1187302,673375,239902
2096921,1198828,682431,252912
2096921,1184354,669830,238896
2096921,1206352,689346,259289
2096921,1190266,673716,242346
2096921,1197740,681429,251219
2096921,1187451,673307,237015
2096921,1201655,685745,254947
2096921,1197095,681501,243417
2096921,1200415,682397,251535
2096921,1194915,679658,241660
2096921,1202671,684534,249380
2096921,1205858,687114,253181
2096921,1199856,679138,251086
2096921,1201835,682695,250519
2096921,1203831,683058,249295
2096921,1208510,687490,256051
2096921,1197804,676915,246172
2096921,1201558,681220,245068
2096921,1198371,671762,241617
2096921,1213394,693748,251215
2096921,1197399,674706,238844
2096921,1213301,690343,249726
2096921,1196511,671980,236225
2096921,1215950,693475,256440
2096921,1199535,678490,239074
2096921,1213557,691986,255344
2096921,1203452,679372,242756
2096921,1218863,694665,259409
2096921,1208267,684457,245358
2096921,1214013,688164,254879
2096921,1208779,681220,241122
2096921,1214952,691380,258411
2096921,1211113,687558,251185
2096921,1216376,690411,251300
2096921,1206275,681727,243950
2096921,1218334,692711,256927
2096921,1219720,693078,255348
2096921,1217835,690280,253526
2096921,1214427,688714,249956
2096921,1216905,685008,254260
2096921,1223747,696580,260377
2096921,1212802,685199,249713
2096921,1218556,690442,251952
2096921,1213458,683387,250306
2096921,1229148,699958,256717
2096921,1209892,680814,241400
2096921,1226439,696861,252341
2096921,1211983,681501,242231
2096921,1235541,702808,260629
2096921,1218338,686790,245721
2096921,1231281,700167,261251
2096921,1216061,686585,244104
2096921,1234995,701955,264537
2096921,1221423,690178,251040
2096921,1230107,696478,258351
2096921,1216931,687247,241059
2096921,1229779,697839,259486
2096921,1221402,692609,249880
2096921,1223700,692182,255194
2096921,1218893,691457,250174
2096921,1226435,694652,257941
2096921,1223853,694093,257024
2096921,1216402,687806,251922
2096921,1212277,686572,245806
2096921,1212768,686407,252170
2096921,1211637,689742,253816
2096921,1201033,677239,241045
2096921,1199249,680528,242090
2096921,1191004,671332,239429
2096921,1205443,687336,250011
2096921,1190526,671711,238627
2096921,1198260,681851,248412
2096921,1183045,670244,236387
2096921,1200201,686854,254870
2096921,1182456,672385,234507
2096921,1193209,681343,251202
2096921,1182575,670846,238955
2096921,1197253,684619,259234
2096921,1185459,673481,244722
2096921,1189085,678972,254320
2096921,1181227,671284,240746
2096921,1190727,679995,255173
2096921,1182810,677013,245742
2096921,1185578,675072,249799
2096921,1179675,668099,237514
2096921,1185817,675709,250711
2096921,1188564,679965,249777
2096921,1184367,674488,248032
2096921,1180967,671114,243148
2096921,1184274,674031,245324
2096921,1190782,681300,249086
2096921,1177141,670018,239220
2096921,1182033,676971,239603
2096921,1179001,668964,238302
2096921,1192527,682790,247281
2096921,1175481,667382,233534
2096921,1188403,679445,243886
2096921,1177832,670414,233602
2096921,1196473,684521,253002
2096921,1183394,671477,238934
2096921,1197412,684227,253816
2096921,1182435,670308,238972
2096921,1201945,687618,259801
2096921,1191580,676181,244091
2096921,1200333,683344,255420
2096921,1189102,673451,242397
2096921,1198375,682460,255011
2096921,1196584,679236,244035
2096921,1194102,678699,248604
2096921,1190838,679232,240564
2096921,1201259,686351,250566
2096921,1202009,687998,249807
2096921,1198060,682542,246872
2096921,1198470,683331,246019
2096921,1199450,684521,244803
2096921,1201536,686223,250579
2096921,1195969,678456,241122
2096921,1196934,683937,241297
2096921,1194989,679296,241131
2096921,1206309,693215,252716
2096921,1192233,677381,238380
2096921,1206825,688714,247738
2096921,1195475,680456,233005
2096921,1214491,698888,254836
2096921,1198755,684811,239898
2096921,1209705,693334,252447
2096921,1198794,681975,238486
2096921,1210673,693687,256802
2096921,1200563,682921,239019
2096921,1205251,689435,247444
2096921,1197880,679859,237607
2096921,1210298,693731,250818
2096921,1205295,684653,241565
2096921,1207073,690148,248625
2096921,1201715,684517,241076
2096921,1206783,689640,250404
2096921,1210234,691158,246100
2096921,1204663,685967,245319
2096921,1202321,682900,242922
2096921,1204002,683262,242799
2096921,1212268,688885,249551
2096921,1200269,678955,239885
2096921,1204249,685937,242756
2096921,1199101,677632,241634
2096921,1212405,693061,253344
2096921,1198993,679497,240342
2096921,1212567,691218,245213
2096921,1195918,678101,235581
2096921,1218748,696969,248737
2096921,1204224,683262,238917
2096921,1212106,690292,249389
2096921,1201037,683015,239694
2096921,1216734,696686,257890
2096921,1209657,687042,241036
2096921,1214623,690770,252861
2096921,1204825,681975,242615
2096921,1220864,697041,257528
2096921,1214380,694148,246232
2096921,1212383,692370,248993
2096921,1207960,686769,240734
2096921,1215254,692015,251939
2096921,1216073,693867,246548
2096921,1212055,687596,245000
2096921,1207525,684705,244176
2096921,1212102,687268,247090
2096921,1219874,693129,248493
2096921,1205814,683770,243920
2096921,1207729,686159,241297
2096921,1207052,679829,242261
2096921,1220177,695352,249670
2096921,1206685,679978,237531
2096921,1221320,694358,249696
2096921,1209197,681612,237360
2096921,1230312,703384,256133
2096921,1215822,688394,239932
2096921,1225901,699924,255668
2096921,1214888,690322,242367
2096921,1230001,703119,260108
2096921,1223026,693432,245963
2096921,1228670,699007,255331
2096921,1217267,692288,241374
2096921,1226490,695820,254584
2096921,1220966,694984,245734
2096921,1224865,693526,250409
2096921,1218006,689810,244052
2096921,1227040,696725,251479
2096921,1224894,695245,248523
2096921,1220621,688279,245990
2096921,1216321,685770,239173
2096921,1223163,691901,247342
2096921,1231831,698862,250660
2096921,1220412,688219,239932
2096921,1223525,692984,239377
2096921,1219093,688437,243783
2096921,1236485,702313,249649
2096921,1220522,687204,239493
2096921,1230411,700734,245622
2096921,1218983,688671,234933
2096921,1240199,710149,258453
2096921,1226712,695757,242410
2096921,1242038,709688,256290
2096921,1227522,695249,241292
2096921,1242994,709470,262160
2096921,1230120,695871,246821
2096921,1238430,705392,254896
2096921,1232419,694891,242947
2096921,1243096,706314,259384
2096921,1236390,701579,248259
2096921,1236963,702556,250136
2096921,1233414,698423,243421
2096921,1242345,708429,255301
2096921,1240699,707969,250003
2096921,1237994,706579,251342
2096921,1235695,702719,247431
2096921,1242431,705824,254862
2096921,1249737,711800,261401
2096921,1237150,702446,250788
2096921,1240584,704613,247844
2096921,1237133,701212,248310
2096921,1250194,712640,259695
2096921,1238942,700726,246284
2096921,1246859,709752,255617
2096921,1234625,697843,245891
2096921,1255556,716987,262343
2096921,1237998,702628,246326
2096921,1250109,713425,259554
2096921,1241040,703657,251812
2096921,1257142,716799,266793
2096921,1243062,704352,248037
2096921,1255675,714257,262370
2096921,1246091,707743,249969
2096921,1258820,715216,265756
2096921,1246973,709539,253659
2096921,1251073,707675,253181
2096921,1242457,703771,246240
2096921,1253231,711142,259094
2096921,1250898,712512,255839
2096921,1252211,708293,254256
2096921,1249170,705909,250779
2096921,1249669,709206,256393
2096921,1251521,710494,259972
2096921,1241138,701904,247017
2096921,1240976,705978,250358
2096921,1236360,698265,245239
2096921,1249640,711364,260279
2096921,1230718,696730,245102
2096921,1237845,706822,253467
2096921,1226601,694021,241643
2096921,1244789,712960,259583
2096921,1230155,701792,244526
2096921,1235533,705525,257911
2096921,1219584,691649,244215
2096921,1235550,708306,262916
2096921,1216905,692379,245093
2096921,1222344,701754,259375
2096921,1210669,691261,243502
2096921,1221341,699949,257293
2096921,1212738,689831,246774
2096921,1209896,693744,252699
2096921,1203678,685694,240909
2096921,1210950,691687,251219
2096921,1215356,696823,254478
2096921,1206779,689985,254072
2096921,1204999,685967,246621
2096921,1207513,689239,251723
2096921,1209176,692783,252161
2096921,1200995,684128,241169
2096921,1200188,684913,243464
2096921,1197569,679684,245622
2096921,1211530,694887,250353
2096921,1196042,677910,241139
2096921,1203767,689810,246898
2096921,1195364,679957,236473
2096921,1215997,701699,257160
2096921,1201971,685247,239872
2096921,1215532,696400,259012
2096921,1202372,685434,245256
2096921,1218628,700590,261606
2096921,1206118,688970,244113
2096921,1212772,693602,256269
2096921,1207018,688271,244577
2096921,1217925,696171,258662
2096921,1209978,690707,244650
2096921,1210114,690655,249824
2096921,1205972,686970,242151
2096921,1211803,693530,255215
2096921,1213041,693406,249875
2096921,1209957,690049,248233
2096921,1209424,688961,243374
2096921,1214128,692297,247154
2096921,1219781,696341,251662
2096921,1210255,686560,242227
2096921,1211005,692413,245742
2096921,1206830,687643,243707
2096921,1219567,697488,252686
2096921,1204753,684896,238179
2096921,1217443,694541,246343
2096921,1210622,689772,241032
2096921,1229071,708127,255249
2096921,1212994,695509,239719
2096921,1228115,705687,253173
2096921,1214048,693778,239749
2096921,1227156,705320,256734
2096921,1216841,695348,240183
2096921,1227053,703358,256176
2096921,1218355,694963,243277
2096921,1231912,705005,257012
2096921,1227603,704079,246160
2096921,1224843,699945,248758
2096921,1217106,694779,243758
2096921,1225821,702078,252388
2096921,1227944,704249,250938
2096921,1223888,698977,248911
2096921,1220992,695676,242145
2096921,1225641,699852,249973
2096921,1229046,704774,255255
2096921,1219417,696704,242952
2096921,1224515,700040,245396
2096921,1219946,693240,242367
2096921,1230223,710289,251522
2096921,1218727,694400,241280
2096921,1231097,708895,251253
2096921,1217212,695062,237445
2096921,1233660,710550,252269
2096921,1217528,693897,235701
2096921,1232709,706579,254713
2096921,1222630,696734,239949
2096921,1236271,711842,258206
2096921,1226230,699915,243442
2096921,1232121,707320,252724
2096921,1224617,697566,244462
2096921,1232373,707927,253471
2096921,1230257,706425,246650
2096921,1231063,705875,252383
2096921,1220791,698798,243131
2096921,1232270,704169,251415
2096921,1232240,706182,248199
2096921,1230086,701946,249499
2096921,1226887,698624,244790
2096921,1233021,704190,251385
2096921,1233255,706177,254077
2096921,1225812,696704,244620
2096921,1226614,700649,245127
2096921,1225061,695390,241565
2096921,1238288,707104,252460
2096921,1223802,697761,240807
2096921,1234693,707722,246663
2096921,1224050,696226,240342
2096921,1247319,718245,253685
2096921,1228542,702048,239979
2096921,1245161,714585,257485
2096921,1232134,702471,242401
2096921,1248351,715771,260083
2096921,1236570,706446,244637
2096921,1242457,711787,258074
2096921,1229284,700159,241152
2096921,1248884,716615,260931
2096921,1243297,714956,250925
2096921,1244478,711125,255988
2096921,1239001,707918,246002
2096921,1247673,713779,255480
2096921,1247502,712559,252136
2096921,1243642,707547,252840
2096921,1240157,706480,247516
2096921,1241979,704403,250587
2096921,1244905,711544,252929
2096921,1237530,701690,241582
2096921,1239795,705432,242905
2096921,1238912,698180,243294
2096921,1250459,716377,252729
2096921,1238182,703047,243707
2096921,1248658,713322,249283
2096921,1237171,701507,237777
2096921,1256631,719563,253941
2096921,1244137,704800,242649
2096921,1256892,718424,257882
2096921,1243509,704886,244462
2096921,1260333,722438,262173
2096921,1252536,712742,245328
2096921,1256818,716995,255710
2096921,1248364,706613,243118
2096921,1259707,720737,259405
2096921,1251409,712815,246028
2096921,1255053,714926,251628
2096921,1250590,710579,246202
2096921,1258738,717188,255860
2096921,1259958,718731,253185
2096921,1257147,713434,249564
2096921,1255821,712555,244761
2096921,1257182,716765,253287
2096921,1261800,718604,255937
2096921,1251858,708937,246885
2096921,1253918,711394,245567
2096921,1247072,704326,242679
2096921,1264194,720919,253731
2096921,1251470,707355,241779
2096921,1258905,718544,248109
2096921,1247682,707764,240120
2096921,1269624,729954,257694
2096921,1251934,709578,244062
2096921,1267304,724072,255272
2096921,1253389,713144,244697
2096921,1267858,723513,260544
2096921,1253940,714773,242850
2096921,1265533,719704,254627
2096921,1253944,711254,243277
2096921,1265563,725355,257558
2096921,1263136,721291,250540
2096921,1260393,721806,254883
2096921,1260086,716424,247406
2096921,1266655,723313,252315
2096921,1266151,723006,251581
2096921,1262202,718219,253321
2096921,1259349,716420,247653
2096921,1264557,720728,252912
599477,173320,54433,16709648
16686741,16660427,16655346,16632606
16652970,16648278,16652531,16635353
16645416,16639794,16646358,16623750
16641112,16636377,16643258,16621008
16644797,16640160,16643982,16624446
16647228,16646989,16645450,16629974
16644913,16645437,16642639,16627811
16637512,16638207,16637597,16625384
16638932,16638190,16636164,16621430
16640233,16646585,16640416,16626110
16641773,16641931,16643654,16625001
16639030,16637934,16638164,16624190
2096921,1206672,684274,229980
2096921,1288546,740353,262467
2096921,1282349,731725,251467
2096921,1293529,745131,265709
2096921,1288990,742452,256372
2096921,1292774,745136,264101
2096921,1281968,735777,252576
2096921,1291967,745967,262250
2096921,1290069,744892,259272
2096921,1285309,737367,256261
2096921,1281111,734647,250574
2096921,1282668,737568,254815
2096921,1289570,742167,260108
2096921,1276457,730773,250545
2096921,1278535,736220,248288
2096921,1276513,731361,246599
2096921,1287957,746820,257733
2096921,1273079,731102,244394
2096921,1283581,743339,259686
2096921,1271074,729485,245665
2096921,1291519,749307,265803
2096921,1278138,735649,247751
2096921,1290564,747017,265978
2096921,1278595,734002,252942
2096921,1294566,750177,272154
2096921,1281760,737223,253194
2096921,1291392,741574,261538
2096921,1281691,731835,248498
2096921,1295337,746723,265129
2096921,1289421,741625,255241
2096921,1290184,740836,258487
2096921,1284152,734728,249602
2096921,1295141,745170,260569
2096921,1295990,743988,257208
2096921,1295533,740362,256163
2096921,1292808,738541,252707
2096921,1298963,744389,254951
2096921,1303019,749794,261759
2096921,1293605,737867,251535
2096921,1296941,741843,252256
2096921,1297692,741723,252802
515526,351641,242168,65975
249205,189773,99836,36372
239091,169622,86668,38987
258304,181596,94171,37469
188292,136585,86660,17476
16634884,16659066,16632226,16651200
16626907,16653841,16624830,16647323
16621401,16647826,16624412,16642917
16617553,16646551,16620381,16640092
16617340,16648197,16622032,16643317
16624796,16653064,16625653,16648252
16622407,16650637,16623090,16645740
16617075,16643645,16622169,16643423
16620163,16640276,16626489,16639440
16631407,16647873,16639175,16643501
16633903,16646972,16643116,16646158
16637157,16634445,16642972,16637921
16638791,16631113,16642306,16630042
16654864,16630985,16652612,16634833
16659932,16629765,16658665,16634462
16653883,16618487,16648227,16625184
16646995,16614699,16643317,16615565
16655265,16625018,16654485,16623657
16656942,16627889,16656289,16624886
16649361,16630964,16646047,16617263
16643326,16631420,16640737,16618546
16645220,16640135,16642379,16631514
16647336,16648496,16643599,16638928
16643104,16648445,16641500,16641521
16639397,16647535,16636052,16641048
16638822,16653524,16635204,16643624
16642912,16658550,16634675,16650782
16634918,16654212,16629386,16646354
16625282,16652352,16626127,16645147
16623081,16649400,16621712,16648035
16624455,16649967,16629223,16647835
16630132,16650351,16639658,16650244
16632789,16643125,16640437,16642848
16641436,16638458,16644426,16640532
16646699,16638992,16650185,16643048
16659147,16638566,16659049,16638390
16655175,16633771,16653797,16638475
16649793,16624962,16646580,16628435
16655841,16632478,16654058,16635861
16660099,16630069,16656021,16632461
16653282,16623273,16647575,16625978
16646295,16615215,16642707,16618969
16656195,16623115,16650142,16622919
16659365,16628652,16651810,16628596
16647753,16621503,16642434,16617331
16646026,16626067,16639849,16619221
16645911,16635281,16639785,16624148
16651119,16636377,16646184,16627163
16647387,16634363,16641116,16623529
16642963,16632820,16638395,16619183
16645096,16634078,16639730,16621930
16652472,16639584,16644686,16625752
16649404,16635614,16646470,16624890
16647732,16632594,16641031,16618666
16646115,16637144,16642144,16626327
16650974,16643300,16647596,16630046
16647310,16643740,16638843,16631523
16644515,16637371,16637115,16625709
16643108,16640208,16634803,16627185
16649617,16642280,16642678,16627466
16652271,16643309,16648035,16628289
16648508,16635315,16642144,16626247
16646367,16634897,16641739,16623602
16652693,16642400,16646422,16629462
16653802,16646968,16649200,16634372
16649059,16642075,16642297,16630892
16644754,16636287,16635511,16625491
16651033,16645271,16646333,16631992
16653814,16644089,16645357,16636211
16644917,16641006,16641027,16629181
16641508,16635426,16636279,16625376
16644993,16641205,16640016,16630823
16650134,16642238,16641696,16630853
16646943,16641180,16638693,16631881
16644345,16636701,16635298,16626617
16645463,16637256,16639000,16625781
16647835,16640357,16641842,16631667
16646777,16631693,16639580,16621264
16640796,16632913,16636603,16621627
16648952,16631659,16640886,16621234
16650586,16634351,16641427,16621293
16649600,16635899,16641598,16626237
16642831,16633374,16634884,16624928
16643446,16636096,16635498,16624203
16647672,16641620,16640659,16632884
16650629,16642661,16641581,16630674
16646665,16636057,16640608,16623670
16644725,16634619,16634598,16622040
16648906,16637870,16642439,16629206
16650202,16640932,16646930,16627329
16646060,16631403,16640259,16617177
16644051,16622979,16637764,16611380
16654032,16624075,16648286,16620031
16654322,16627151,16649285,16625218
16651981,16624288,16645928,16618188
16648129,16624617,16641256,16616119
16650756,16627398,16643884,16620535
16653047,16626042,16649114,16620760
16650599,16623716,16651691,16621054
16652463,16619937,16646832,16619865
16654199,16626890,16649814,16621306
16654553,16624374,16651311,16620633
16651584,16618781,16646380,16617382
16650390,16616580,16646210,16618047
16648654,16620180,16645829,16617920
16652612,16623149,16649954,16621268
16653234,16625043,16650578,16619958
16648500,16619204,16649729,16616222
16654135,16621515,16647766,16622459
16658929,16627312,16655875,16623162
16657274,16628942,16658694,16623682
16655304,16626724,16652364,16619860
16650982,16625496,16646405,16619033
16654950,16631826,16651264,16623875
16656728,16632662,16653780,16625701
16652561,16627299,16646333,16620535
16645958,16624672,16641304,16615966
16735229,16688925,16695989,16671176
2096921,1107982,629737,207381
2096921,1399870,795201,266592
2096921,1431180,821772,277840
2096921,1419680,808531,266306
2096921,1431138,821656,277952
2096921,1418034,808399,264084
2096921,1439601,830299,282614
2096921,1424957,811077,265526
2096921,1436270,826071,281795
2096921,1423234,810332,267744
2096921,1440650,828708,285702
2096921,1426821,813172,266686
2096921,1438124,822518,282541
2096921,1430630,816158,269233
2096921,1443017,829761,284517
2096921,1432289,818901,274799
2096921,1435463,817898,274846
2096921,1429764,813817,266742
2096921,1438471,824331,280980
2096921,1436700,822706,277436
2096921,1436623,818778,275832
2096921,1430741,815540,273123
2096921,1436721,821072,281287
2096921,1443474,824446,278625
2096921,1431138,812613,271591
2096921,1436278,817549,273648
2096921,1432967,814209,273762
2096921,1443994,828985,280797
2096921,1428404,808647,264258
2096921,1439819,820552,276173
2096921,1430711,811077,264114
2096921,1451814,832662,283228
2096921,1433586,813864,264766
2096921,1447121,829655,282469
2096921,1428651,810088,266260
2096921,1445812,829130,286815
2096921,1429337,811248,267855
2096921,1440740,822339,281531
2096921,1431885,813492,269889
2096921,1442805,824498,283391
2096921,1429640,817515,267731
2096921,1432443,817980,276949
2096921,1425720,813513,267424
2096921,1432511,818769,279457
2096921,1425588,813390,269872
2096921,1422478,810050,270755
2096921,1417846,809235,267449
2096921,1424910,811356,270850
2096921,1430907,816316,275106
2096921,1416597,805913,267108
2096921,1417402,809145,268751
2096921,1415295,803519,269151
2096921,1429155,820104,279116
2096921,1410330,802614,267898
2096921,1425528,817408,277635
2096921,1415440,807807,261678
2096921,1433113,823623,281155
2096921,1414229,804794,263214
2096921,1429803,821349,278109
2096921,1420572,808493,268384
2096921,1433786,824446,284094
2096921,1416618,806220,264702
2096921,1425921,816022,279628
2096921,1418405,805191,265824
2096921,1431786,816700,280353
2096921,1423583,812063,270201
2096921,1427230,813261,277320
2096921,1422999,807968,268427
2096921,1430251,814977,280934
2096921,1429453,817123,274859
2096921,1427525,815599,272943
2096921,1427324,811663,268008
2096921,1427994,812281,276706
2096921,1434691,820232,278272
2096921,1426459,811594,268456
2096921,1426783,812933,269246
2096921,1421242,805179,267727
2096921,1437212,821593,276219
2096921,1420584,801416,261183
2096921,1433432,814243,273315
2096921,1422841,806727,266626
2096921,1444020,825734,281258
2096921,1425835,808557,265048
2096921,1444915,826758,283442
2096921,1429858,811633,268499
2096921,1446831,827309,288176
2096921,1431138,812114,268247
2096921,1439046,822501,280157
2096921,1430736,814465,266920
11739,16723941,16675681,16664820
16631984,16649733,16628840,16648696
16627906,16653081,16631919,16652040
16627777,16654860,16635025,16651115
16625052,16650769,16631923,16646955
16625790,16650415,16631284,16648781
16630069,16653968,16635870,16651409
16633745,16652728,16644043,16654097
16623896,16647169,16630666,16645186
16621627,16642865,16630350,16645907
16632218,16650620,16646333,16652578
